"doi","publication_date","title","financial_disclosure","grants","Id","grant_title"
"10.1371/journal.pone.0052179","2013-01-02","Isolation of Salmonella Mutants Resistant to the Inhibitory Effect of Salicylidene acylhydrazides on Flagella-Mediated Motility","IMA and XL were supported by Wellcome Trust Project Grant 088266 to IMA and AJB. AKJV was funded by an E.C. Marie Curie postdoctoral fellowship (MEIF-CT-2005-023694) and an EMBO short-term fellowship (244-2007). XL was supported additionally by Wellcome Trust Project Grant 088231 to AJB and KN. DR was supported by a University of Bristol Centenary Postgraduate Studentship. This work was also supported in part by MRC project grants G0701243 and MR-J002097-1 to AJB and AJB and KN, respectively, and by Grants-in-Aid for Scientific Research (22570161 and 23121516 to TM, and 21227006 to KN) and Targeted Proteins Research Program from the Ministry of Education, Culture, Sports, Science and Technology of Japan and by Takeda Science Foundation (to TM). YVM is a Research Fellow of the Japanese Society for the Promotion of Science. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","88266;23694;88231",88231,"A high-resolution mass spectrometry and electron microscopy approach to understanding the function of the Shigella T3SS."
"10.1371/journal.pone.0052209","2012-12-20","Discoidin Domain Receptors Promote α1β1- and α2β1-Integrin Mediated Cell Adhesion to Collagen by Enhancing Integrin Activation","This work was supported by the following grants from the Medical Research Council United Kingdom (www.mrc.ac.uk), BBSRC UK (www.bbsrc.ac.uk) and the Wellcome Trust (www.wellcome.ac.uk): MRC G0701121 (to BL and RWF), MRC G0500707 (to RWF), BBSRC BB/I011226/1 (to BL), BB/I014276/1 (to PHH) and WT089028 (to PHH). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","89028",89028,"Development of mass spectrometry tools to study signaling networks in vivo."
"10.1371/journal.pone.0052401","2012-12-20","Bin2 Is a Membrane Sculpting N-BAR Protein That Influences Leucocyte Podosomes, Motility and Phagocytosis","MJS-B was funded by a FEBS postdoctoral fellowship during her stay in Cambridge (UK) and by a “Ramón y Cajal” contract in Spain. HMM, GD, and YV were funded by the Medical Research Council UK (grant number U105178795), PRE was funded by the Medical Research Council UK (grant number U105178845). MRC was funded by a Wellcome Trust Intermediate Fellowship (WT081020). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","81020",81020,"The control of lymphatics in autoimmunity."
"10.1371/journal.pone.0052489","2012-12-20","A Recent HIV Diagnosis Is Associated with Non-Completion of Isoniazid Preventive Therapy in an HIV-Infected Cohort in Cape Town","RJW is funded by the Wellcome Trust (084323, 088316) and MRC (U1175.02.002.00014.01). This study was supported by the ILULU Consortium, which is funded by a grant from the European Union (Sante/2006/105-061) and EDCTP (IP.07.32080.002). The funders had no role in the design of the study or preparation of the manuscript.","84323;88316;32080",88316,"Quadruple intervention against tuberculosis."
"10.1371/journal.pone.0052622","2012-12-21","G6f-Like Is an ITAM-Containing Collagen Receptor in Thrombocytes","This work was supported by the Wellcome Trust (073107 and 088410), the British Heart Foundation (PG/07/116 and PG/05/134), and the National Institutes of Health (HL077910). SPW holds a BHF Chair (CH/03/003). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","73107;88410",88410,"The early events in signalling by platelet ITAM and ITAM-like receptors."
"10.1371/journal.pone.0052789","2012-12-20","Integrated Rapid Mapping of Neglected Tropical Diseases in Three States of South Sudan: Survey Findings and Treatment Needs","The work presented in this publication was made possible by the generous support of the American people through the United States Agency for International Development (USAID). The contents are the responsibility of the authors and do not necessarily reflect the views of USAID or the United States Government. USAID funding was provided through RTI International to Malaria Consortium. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. SB is supported by the Wellcome Trust through a Research Career Development Fellowship (081673).","81673",81673,"The epidemiology, spatial ecology and transmission dynamics of co-infection with Plasmodium falciparum and hookworm in East Africa"
"10.1371/journal.pone.0052851","2012-12-28","High Prevalence of Bovine Tuberculosis in Dairy Cattle in Central Ethiopia: Implications for the Dairy Industry and Public Health","This study was sponsored by the Wellcome Trust (UK) under their “Animal health in the developing world initiative” (grant number 075833/A/04/Z). The authors acknowledge the Schweizerische Stiftung für Medizinisch-Biologische Stipendien (SSMBS) and the Swiss National Science Foundation (SNSF) for their financial support of Rea Tschopp during the analysis and writing phase. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","75833",75833,"Bovine Tuberculosis in the Developing World."
"10.1371/journal.pone.0052906","2012-12-31","Interaction of the Transactivation Domain of B-Myb with the TAZ2 Domain of the Coactivator p300: Molecular Features and Properties of the Complex","The work reported here was funded by equipment and project grants from the Wellcome Trust (083629/Z/07/Z: http://www.wellcome.ac.uk/). Vaclav Veverka is supported by a collaborative grant from UCB Celltech Ltd (http://www.ucb.com/) and Nuvjeevan Dosanjh was supported by a Ph.D studentship from UK Biotechnology and Biological Sciences Research Council (http://www.bbsrc.ac.uk/home/home.aspx). Ojore Oka was awarded a Ph.D scholarship by the University of Leicester (www.le.ac.uk). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","83629",83629,"Determination of the molecular basis of the cellular functions of Pdcd4, a novel type of tumour suppressor protein with key roles in the regulation of transcription and translation."
"10.1371/journal.pone.0053198","2013-01-11","How Well Are Malaria Maps Used to Design and Finance Malaria Control in Africa?","RWS is supported by the Wellcome Trust as a Principal Research Fellow (#079080). This fellowship also supports JAO. AMN is supported by the Wellcome Trust as an Intermediate Research Fellow (#095127). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","79080;95127",95127,"Mapping the risks of Plasmodium falciparum infections in areas of low transmission intensity ."
"10.1371/journal.pone.0053269","2013-01-03","Tackling Obstacles for Gene Therapy Targeting Neurons: Disrupting Perineural Nets with Hyaluronidase Improves Transduction","KW is funded by the Wellcome Trust (086882/Z/08/Z) and by the Medical Research Council UK. SK was supported by a stipend from the Deutsche Forschungsgemeinschaft (KO-3878/1-1). SS is funded by a fellowship by the Worshipful Company of Pewterers UK, and by a Fellowship from the Royal Society (UF090203). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","86882",86882,"Virally-delivered shRNA for Focal Epilepsy."
"10.1371/journal.pone.0053339","2012-12-31","Structure of the TPR Domain of AIP: Lack of Client Protein Interaction with the C-Terminal α-7 Helix of the TPR Domain of AIP Is Sufficient for Pituitary Adenoma Predisposition","The authors acknowledge support from the Diamond Light Source and the Wellcome Trust senior investigator award (LHP), 095605/Z11/Z. LCH-R is supported by the National Council of Science and Technology of Mexico and by the Barts and The London Charity. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","95605",95605,"Mechanisms of client protein activation and regulation by the Hsp90 molecular chaperone system."
"10.1371/journal.pone.0053473","2012-12-28","Pharmacological Inhibition of Caspase-2 Protects Axotomised Retinal Ganglion Cells from Apoptosis in Adult Rats","This work was funded by a grant from the Wellcome Trust, grant no: 092539/Z/10/Z to ZA. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","92539",92539,"The role of caspase-2 in retinal ganglion cell apoptosis after optic nerve transection."
"10.1371/journal.pone.0053690","2013-01-14","Hsmar1 Transposition Is Sensitive to the Topology of the Transposon Donor and the Target","This work was supported by the Wellcome Trust [grant number WT093160 to R.C.] (http://www.wellcome.ac.uk). C.C.B. was supported by a BBSRC Doctoral Training Grant (http://www.bbsrc.ac.uk/funding/studentships). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","93160",93160,"The mechanism of Hsmar1 transposition and its epigenetic interactions with the host."
"10.1371/journal.pone.0053830","2013-01-11","Insights into the Genetic Architecture of Early Stage Age-Related Macular Degeneration: A Genome-Wide Association Study Meta-Analysis","Age, Gene/Environment Susceptibility–Reykjavik Study has been funded by National Institutes of Health (NIH) contract N01-AG-12100, the NIA and NEI Intramural Research Programs at the National Institutes of Health (ZIAAG007380 and ZIAEY000401), Hjartavernd (the Icelandic Heart Association), and the Althingi (the Icelandic Parliament). The Atherosclerosis Risk in Communities Study is carried out as a collaborative study supported by National Heart, Lung, and Blood Institute contracts HHSN268201100005C, HHSN268201100006C, HHSN268201100007C, HHSN268201100008C, HHSN268201100009C, HHSN268201100010C, HHSN268201100011C, HHSN268201100012C, R01HL087641, R01HL59367 and R01HL086694; National Human Genome Research Institute contract U01HG004402; and National Institutes of Health contract HHSN268200625226C. Infrastructure was partly supported by Grant Number UL1RR025005, a component of the National Institutes of Health and NIH Roadmap for Medical Research. The Blue Mountains Eye Study was supported by the Australian National Health & Medical Research Council (NHMRC) project grants (IDs 974159, 991407, 211069 and 457349) and Centre for Clinical Research Excellence (CCRE) in Translational Clinical Research in Eye Diseases, CCRE in TCR-Eye (ID 529923). The Blue Mountains Eye Study GWAS and genotyping costs were supported by Australian NHMRC project grants (IDs 512423, 475604,529912 and 590204), and the Wellcome Trust, United Kingdom, as part of Wellcome Trust Case Control Consortium 2 (grant IDs 085475/B/08/Z and 085475/08/Z). EGH (631096), PNB (APP1028444) and JJW (358702 and 632909) are supported by the NHMRC fellowship scheme. This CHS research was supported by NHLBI contracts N01-HC-85239, N01-HC-85079 through N01-HC-85086; N01-HC-35129, N01 HC-15103, N01 HC-55222, N01-HC-75150, N01-HC-45133, HHSN268201200036C and NHLBI grants HL080295, HL087652, HL105756 with additional contribution from NINDS. Additional support was provided through AG-023629, AG-15928, AG-20098, and AG-027058 from the NIA. See also http://www.chs-nhlbi.org/pi.htm. DNA handling and genotyping was supported in part by National Center of Advancing Translational Technologies CTSI grant UL1TR000124 and National Institute of Diabetes and Digestive and Kidney Diseases grant DK063491 to the Southern California Diabetes Endocrinology Research Center and Cedars-Sinai Board of Governors' Chair in Medical Genetics (JIR). The GWA database of the Rotterdam Study was funded through the Netherlands Organization of Scientific Research NWO (nr. 175.010.2005.011). The Rotterdam Study is supported by the Erasmus Medical Center and Erasmus University, Rotterdam; the Netherlands Organization for Scientific Research (NWO), the Netherlands Organization for Health Research and Development (ZonMw), the Research Institute for Diseases in the Elderly (RIDE), the Ministry of Education, Culture and Science, the Ministry for Health, Welfare and Sports, the European Commission (DG XII), and the Municipality of Rotterdam. The ophthalmologic part of the Rotterdam Study was supported by Lijf en Leven, Krimpen a/d Lek; MD Fonds, Utrecht. Oogfonds Nederland, Utrecht; Stichting Nederlands Oogheelkundig Onderzoek, Nijmegen/Rotterdam; Swart van Essen, Rotterdam; Netherlands Organisation for Scientific Research (NWO); Bevordering van Volkskracht, Rotterdam; Blindenhulp, The Hague; Rotterdamse Vereniging Blindenbelangen, Rotterdam; OOG, The Hague; Algemene Nederlandse Vereniging ter Voorkoming van Blindheid, Doorn; Blinden-Penning, Amsterdam; Blindenhulp, ’s Gravenzande; Henkes Stichting, Rotterdam; Topcon Europe BV, Capelle aan de IJssel; Medical Workshop BV, Groningen; all in the Netherlands; Heidelberg Engineering, Dossenheim, Germany. The Singapore Indian Eye Study (SINDI) was funded by grants from Biomedical Research Council of Singapore (BMRC 08/1/35/19/550), National Medical Research Council of Singapore (NMRC/STaR/0003/2008 and CG/SERI/2010), and American Health Assistance Foundation, USA. The Singapore BioBank and the Genome Institute of Singapore, Agency for Science, Technology and Research, Singapore provided services for tissue archival and genotyping, respectively. The Singapore Malay Eye Study (SiMES) is funded by National Medical Research Council (grants 0796/2003, IRG07nov013, IRG09nov014, STaR/0003/2008 and CG/SERI/2010) and Biomedical Research Council of Singapore (grants 09/1/35/19/616), Singapore and the American Health Assistance Foundation, USA. The Singapore Tissue Network and the Genome Institute of Singapore, Agency for Science, Technology and Research, Singapore provided services for tissue archival and genotyping, respectively. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","12100;85475;85239;85079;85086;35129;15103;55222;75150;45133;23629;15928;20098;27058",85239,"Request for a contribution towards a meeting 'Governing Biobanks-What are the challenges?' to be held at the University of Oxford from 24-26 June 2008."
